slip,torque_nm,current_a,absorbed_power_w,efficiency,power_factor
0.001,130.02174563565282,59.27712639961274,42053.056334268294,0.9703620167137895,0.9869648795197061
0.004341137123745819,511.6548654248492,238.98038891968972,164407.65459651663,0.9734541728196034,0.9570861821660186
0.0076822742474916385,768.3409132354091,388.0180517547129,249362.88943956283,0.9605561563035536,0.8940692674413299
0.011023411371237458,902.0737563244181,502.43919208770166,296089.6751525566,0.9465742115664713,0.8198436379083417
0.014364548494983278,949.0146901580622,587.1799705848963,315112.52879236825,0.932552847904025,0.7465960949442902
0.017705685618729098,945.0925496474101,649.4652678240396,317449.8590680877,0.9187359359667909,0.6800024598817686
0.021046822742474918,915.0154233569493,695.6478041818924,310881.29683279764,0.9052022245514603,0.6217223103846367
0.024387959866220738,873.321818554437,730.4708541247504,300086.68614817294,0.8919789527910984,0.5715248408118916
0.027729096989966555,827.8918422049481,757.2603672493893,287664.08757786604,0.8790733567247944,0.5284838199286157
0.031070234113712375,782.7517445995524,778.3021475542777,274982.94145856966,0.8664838280266247,0.4915286087105146
0.034411371237458195,739.8191799423926,795.1672090726993,262727.6145369725,0.8542045472737011,0.45966192990458954
0.037752508361204015,699.8934532819808,808.945770085636,251211.26168877562,0.8422276340710738,0.4320270823954245
0.041093645484949835,663.1961757098737,820.4050970245393,240549.9760112575,0.8305442284440023,0.40791365527866086
0.044434782608695655,629.661497921056,830.0937444267499,230757.87102279646,0.8191450673851357,0.38674139407683805
0.047775919732441476,599.0903788402054,838.4102514499674,221798.61733587552,0.8080208049769468,0.36803873602765685
0.05111705685618729,571.2316388562875,845.6487395362458,213613.1932874993,0.7971621945441776,0.3514223206740058
0.05445819397993311,545.8236510719483,852.0295331201419,206134.6474259369,0.7865601930688612,0.3365794699368609
0.057799331103678936,522.6148895933026,857.7200068907545,199295.757154929,0.7762060201663946,0.3232539113709455
0.06114046822742475,501.3731711715244,862.8489860291334,193032.80230742152,0.7660911897293596,0.31123440417446613
0.06448160535117058,481.8889249244398,867.516838510482,187287.22487637974,0.7562075247773639,0.3003457682368769
0.06782274247491639,463.9753924394109,871.8026489768308,182006.15495691603,0.7465471618436703,0.2904418313818693
0.0711638795986622,447.4673361525465,875.7693878168968,177142.3468662393,0.7371025488046568,0.28139988105318975
0.07450501672240803,432.2191077070128,879.4676841025006,172653.82699703623,0.7278664386163931,0.27311628672506355
0.07784615384615384,418.10252784377985,882.9386132965219,168503.41924213932,0.7188318805415941,0.2655030312229648
0.08118729096989967,405.0048085777219,886.2157808398161,164658.23748473823,0.7099922098987703,0.2584849483394203
0.0845284280936455,392.82662705296406,889.3268964118452,161089.1916562745,0.7013410370129953,0.2519975108819095
0.08786956521739131,381.4803945657489,892.2949755318751,157770.52975268554,0.6928722358183099,0.2459850494381772
0.09121070234113712,370.8887293416312,895.1392655293714,154679.424836228,0.684579932410178,0.24039930979977034
0.09455183946488295,360.98312405600456,897.8759655536865,151795.60882059394,0.676458493744781,0.23519827804752874
0.09789297658862876,351.70279106902257,900.5187911893116,149101.05110267055,0.6685025166131724,0.23034521833099963
0.10123411371237458,342.9936655388649,903.0794207538871,146579.67834698665,0.6607068169712854,0.22580788058822898
0.1045752508361204,334.80754651056407,905.567850729836,144217.13107229213,0.6530664196745061,0.22155784478743282
0.10791638795986622,327.1013573616282,907.9926808408262,142000.55262786322,0.6455765486432667,0.21756997543369336
0.11125752508361203,319.8365088486102,910.3613442329297,139918.40638916515,0.6382326174707688,0.2138219656022724
0.11459866220735787,312.9783500220188,912.6802945096289,137960.31738296864,0.6310302204733989,0.21029395403263973
0.1179397993311037,306.4956942433436,914.9551586199728,136116.93497864713,0.6239651241772911,0.20696820214157116
0.1212809364548495,300.3604093440445,917.1908625444395,134379.81370559364,0.6170332592296681,0.2038288204132101
0.12462207357859532,294.5470625718468,919.3917351754701,132741.30965152473,0.6102307127205209,0.2008615356670807
0.12796321070234115,289.032612368305,921.5615946152259,131194.49025202703,0.6035537208983106,0.19805349231886807
0.13130434782608696,283.79614022429405,923.7038202155067,129733.05559504195,0.5969986622622785,0.1953930820298725
0.13464548494983278,278.8186168856699,925.8214129939453,128351.26963619165,0.5905620510135476,0.19286979716290684
0.13798662207357862,274.0826980511625,927.9170465254915,127043.89995517404,0.584240530847132,0.19047410428139944
0.1413277591973244,269.57254543983595,929.9931099910958,125806.16488391113,0.5780308690672499,0.18819733458786014
0.14466889632107024,265.2736697258066,932.0517447384386,124633.68700796472,0.5719299510087915,0.18603158873117898
0.14801003344481606,261.1727923608811,934.0948754516362,123522.45218796661,0.5659347747483618,0.18396965384542938
0.15135117056856187,257.2577237466068,936.124236822332,122468.77337110361,0.5600424460890409,0.18200493103620496
0.15469230769230768,253.51725558901165,938.1413964515891,121469.2585673557,0.5542501738036619,0.18013137181996317
0.15803344481605353,249.94106558315175,940.1477745814117,120520.78245399804,0.5485552651221947,0.1783434222598378
0.16137458193979934,246.51963283982766,942.1446611496199,119620.4611473112,0.5429551214495505,0.17663597373783507
0.16471571906354515,243.24416269134957,944.1332305768153,118765.62974457604,0.5374472343008496,0.17500431946609898
0.168056856187291,240.1065197035698,946.1145546251446,117953.82229399803,0.5320291814419383,0.17344411597525172
0.17139799331103678,237.0991678830655,948.0896136122562,117182.75389673056,0.5266986232236025,0.1719513489307417
0.17473913043478262,234.2151172059124,950.0593062177475,116450.30468486916,0.5214532990986136,0.1705223027226493
0.17808026755852843,231.4478757117641,952.0244580814665,115754.50545324213,0.5162910243113638,0.16915353335379726
0.18142140468227425,228.79140650712577,953.9858293617466,115093.52475189655,0.5112096867504632,0.1678418442178891
0.18476254180602006,226.2400891074618,955.9441213957352,114465.65727113662,0.5062072439552284,0.16658426441593033
0.1881036789297659,223.78868462130916,957.8999825824149,113869.31337241187,0.5012817202675425,0.1653780293070849
0.1914448160535117,221.43230434276964,959.8540135909564,113303.00963682553,0.49643120412107444,0.1642205630308371
0.19478595317725753,219.16638137317054,961.8067719819919,112765.36031897021,0.49165384546031665,0.16310946277203534
0.19812709030100337,216.98664493963662,963.7587763167738,112255.06960756886,0.4869478532823647,0.16204248457004303
0.20146822742474915,214.88909711890585,965.7105098185563,111770.92460633165,0.4823114932947685,0.16101753049863707
0.204809364548495,212.86999170988167,967.6624236415428,111311.78895878344,0.4777430856832037,0.1600326370651129
0.2081505016722408,210.92581502892642,969.6149397951615,110876.5970498173,0.47324100298305627,0.1590859646958516
0.21149163879598662,209.05326842843075,971.5684537649456,110464.34872455438,0.4688036680493941,0.15817578819181566
0.21483277591973243,207.24925236230666,973.5233368658188,110074.10447192898,0.46442955212010095,0.15730048805147565
0.21817391304347827,205.5108518422154,975.4799383588679,109704.98102638125,0.4601171729672686,0.1564585425708268
0.22151505016722406,203.83532314598364,977.4385873586863,109356.14734627005,0.4558650931322309,0.15564852064072615
0.22485618729096993,202.2200816550929,979.3995945549061,109026.82093219575,0.4516719182398848,0.15486907517097667
0.22819732441471574,200.66269071168483,981.3632537685849,108716.26445245063,0.44753629538820183,0.1541189370786159
0.23153846153846153,199.16085139742563,983.3298433615381,108423.7826463489,0.44345691160907674,0.1533969097848784
0.2348795986622074,197.7123931470575,985.2996275145263,108148.71947931523,0.4394324923968595,0.15270186417145254
0.23822073578595318,196.31526511870132,987.2728573882606,107890.45552635283,0.43546180030116,0.15203273395203648
0.241561872909699,194.96752825113805,989.2497721795638,107648.4055629559,0.431543633580667,0.15138851141994814
0.24490301003344483,193.66734794551635,991.230600083553,107422.01634467674,0.4276768249149506,0.15076824353671103
0.24824414715719065,192.41298731531927,993.215559171474,107210.76455846934,0.42386024017135543,0.15017102833022158
0.25158528428093646,191.2028009541045,995.2048581927133,107014.15493063227,0.42009277722425786,0.1495960115743659
0.2549264214046823,190.03522917556538,997.198697308547,106831.71847766968,0.4163733648241363,0.1490423837248205
0.2582675585284281,188.9087926849475,999.1972687643595,106663.01088774139,0.41270096151401825,0.14850937708833692
0.26160869565217393,187.82208764484378,1001.2007575063199,106507.61102156556,0.4090745545909991,0.14799626320507292
0.26494983277591977,186.77378110196628,1003.2093417478527,106365.11952270455,0.40549315911068623,0.14750235042554805
0.26829096989966555,185.76260674466548,1005.2231934906799,106235.15752812114,0.4019558169325024,0.147026981665598
0.27163210702341134,184.78736096382158,1007.2424790046898,106117.36547074803,0.398461595803908,0.14656953232430625
0.27497324414715724,183.84689919228558,1009.2673592704684,106011.4019665763,0.39500958848171663,0.14612940835131522
0.278314381270903,182.94013250033035,1011.2979903879079,105916.94277946137,0.3915989118887494,0.1457060444512078
0.2816555183946488,182.06602442663237,1013.3345239539807,105833.67985745508,0.38822870630420003,0.1452989024137832
0.28499665551839465,181.22358802614784,1015.3771074124425,105761.3204350379,0.38489813458613137,0.1449074695600933
0.2883377926421405,180.4118831179124,1017.4258843779645,105699.58619611566,0.38160638142464376,0.14453125729501246
0.2916789297658863,179.63001371729044,1019.4809949369396,105648.21249310493,0.3783526526242972,0.14416979975795666
0.2950200668896321,178.8771256385524,1021.5425759269982,105606.94761783244,0.37513617441447,0.1438226525641041
0.29836120401337796,178.15240425487983,1023.6107611970657,105575.55212034525,0.37195619278638736,0.1434893916291481
0.30170234113712374,177.45507240400144,1025.685681849629,105553.79817205985,0.36881197285562595,0.14316961207121642
0.3050434782608696,176.78438842866288,1027.7674664667168,105541.46896998123,0.3657027982489558,0.14286292718414287
0.30838461538461537,176.1396443420394,1029.8562413209609,105538.35817899495,0.3626279705144431,0.14256896747676923
0.3117257525083612,175.52016410901916,1031.9521305729806,105544.26940948235,0.35958680855379294,0.14228737977340497
0.31506688963210705,174.9253020350347,1034.0552564562252,105559.01572773866,0.3565786480759486,0.1420178263709826
0.31840802675585284,174.35444125479438,1036.1657394502913,105582.41919687291,0.35360284107103435,0.14175998424881023
0.3217491638795987,173.80699231388434,1038.283698443671,105614.31044605997,0.3506587553037506,0.141513544327162
0.3250903010033445,173.2823918367722,1040.4092508867695,105654.52826618,0.34774577382539745,0.14127821077124797
0.3284314381270903,172.780101275255,1042.5425129359855,105702.91923004156,0.3448632945037163,0.14105370033738773
0.3317725752508361,172.2996057318642,1044.6835995895678,105759.33733552055,0.34201072956980394,0.140839741758459
0.335113712374582,171.8404128531597,1046.8326248158978,105823.64367007736,0.3391875051813739,0.14063607516592377
0.33845484949832777,171.40205178824502,1048.989701674809,105895.7060952369,0.3363930610016772,0.14044245154594903
0.34179598662207356,170.98407220818203,1051.1549424324871,105975.39894971898,0.3336268497934275,0.14025863222732582
0.3451371237458194,170.5860433823157,1053.3284586704522,106062.60277000582,0.3308883370271158,0.14008438839906606
0.34847826086956524,170.20755330782092,1055.5103613891092,106157.20402723215,0.32817700050310733,0.13991950065572428
0.351819397993311,169.84820788904827,1057.7007611062734,106259.09487935182,0.3254923299869698,0.13976375856862477
