motor_id,rated_voltage_v,rated_power_w,frequency_hz,poles,rated_current_a,rated_torque_nm,efficiency,power_factor,efficiency_class,starting_torque_category,manufacturer,group_id,ist_in,mst_mn,mk_mn,eff_50,pf_50,eff_75,pf_75,rated_power_kw,rated_power_hp,output_frame,inertia_j_kgm2,max_locked_rotor_time_hot_s,max_locked_rotor_time_cold_s,weight_kg,noise_dba,rated_speed_rpm,eff_100,pf_100,source_file,source_page,missing_fields,parse_warnings
WEG_IE3_0p6kW_8P_380V_109,380,550.000,50,8,1.71000,7.66880,0.73000,0.67000,IE3,Normal torque (IEC design N),WEG,WEG_IE3_50HZ,3.60000,1.80000,2.10000,0.63000,0.44000,0.72500,0.57000,0.550,0.750,90S/L,0.00660,29.000,64.000,18.300,44.000,685.000,0.73000,0.67000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,14,,
WEG_IE3_4p0kW_8P_380V_110,380,4000.000,50,8,10.20000,52.36751,0.84800,0.70000,IE3,Normal torque (IEC design N),WEG,WEG_IE3_50HZ,5.60000,2.10000,3.10000,0.81000,0.48000,0.83000,0.61000,4.000,5.500,160M/L,0.12210,15.000,33.000,94.700,53.000,730.000,0.84800,0.70000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,14,,
WEG_IE3_5p5kW_8P_380V_111,380,5500.000,50,8,13.70000,71.98081,0.86200,0.71000,IE3,Normal torque (IEC design N),WEG,WEG_IE3_50HZ,5.70000,2.40000,3.20000,0.84000,0.49000,0.86000,0.62000,5.500,7.500,160M/L,0.16520,20.000,44.000,98.700,53.000,730.000,0.86200,0.71000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,14,,
WEG_IE3_7p5kW_8P_380V_112,380,7500.000,50,8,17.90000,99.04716,0.87300,0.73000,IE3,Normal torque (IEC design N),WEG,WEG_IE3_50HZ,5.30000,2.20000,2.80000,0.86000,0.54000,0.87000,0.66000,7.500,10.000,160M/L,0.16520,19.000,42.000,119.000,53.000,725.000,0.87300,0.73000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,14,,
WEG_IE3_11p0kW_8P_380V_113,380,11000.000,50,8,24.80000,144.15775,0.88600,0.76000,IE3,Normal torque (IEC design N),WEG,WEG_IE3_50HZ,6.50000,2.30000,2.70000,0.88600,0.55000,0.88600,0.68000,11.000,15.000,180M/L,0.30340,13.000,29.000,145.000,51.000,730.000,0.88600,0.76000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,14,,
WEG_IE3_15p0kW_8P_380V_114,380,15000.000,50,8,35.30000,195.15233,0.90900,0.71000,IE3,Normal torque (IEC design N),WEG,WEG_IE3_50HZ,5.00000,2.00000,2.20000,0.89500,0.53000,0.90500,0.65000,15.000,20.000,200M/L,0.50230,28.000,62.000,228.000,56.000,735.000,0.90900,0.71000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,14,,
WEG_IE1_2p2kW_2P_220V_115,220,2200.000,60,2,8.63000,6.06051,0.81600,0.82000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,7.80000,3.00000,3.00000,0.78500,0.65000,0.80000,0.76000,2.200,3.000,90S/L,0.00260,6.000,13.000,17.300,68.000,3465.000,0.81600,0.82000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,15,,
WEG_IE1_3p0kW_2P_220V_116,220,3000.000,60,2,11.40000,8.30623,0.84000,0.82000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,7.60000,3.30000,3.60000,0.83200,0.65000,0.84500,0.76000,3.000,4.000,90S/L,0.00250,7.000,15.000,16.800,68.000,3450.000,0.84000,0.82000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,15,,
WEG_IE1_15p0kW_2P_220V_117,220,15000.000,60,2,50.50000,40.50146,0.88500,0.88000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,8.00000,2.70000,3.10000,0.86600,0.78000,0.88200,0.85000,15.000,20.000,160M/L,0.03970,9.000,20.000,102.000,75.000,3535.000,0.88500,0.88000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,15,,
WEG_IE1_18p5kW_2P_220V_118,220,18500.000,60,2,63.10000,49.81778,0.89500,0.86000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,9.60000,3.30000,3.70000,0.86200,0.73000,0.88300,0.82000,18.500,25.000,160M/L,0.05090,7.000,15.000,120.000,75.000,3545.000,0.89500,0.86000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,15,,
WEG_IE1_22p0kW_2P_220V_119,220,22000.000,60,2,72.90000,59.42830,0.90000,0.88000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,9.20000,3.20000,3.40000,0.88000,0.77000,0.89500,0.85000,22.000,30.000,160M/L,0.06220,9.000,20.000,138.000,75.000,3535.000,0.90000,0.88000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,15,,
WEG_IE1_30p0kW_2P_220V_120,220,30000.000,60,2,102.00000,80.61066,0.91000,0.85000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,6.50000,2.10000,2.40000,0.89000,0.75000,0.91000,0.82000,30.000,40.000,200M/L,0.16180,22.000,48.000,192.000,79.000,3555.000,0.91000,0.85000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,15,,
WEG_IE1_37p0kW_2P_220V_121,220,37000.000,60,2,120.00000,99.04716,0.92200,0.88000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,6.30000,2.10000,2.20000,0.91000,0.81000,0.92200,0.86000,37.000,50.000,200M/L,0.19580,23.000,51.000,216.000,79.000,3555.000,0.92200,0.88000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,15,,
WEG_IE1_1p1kW_2P_220V_122,220,1100.000,60,2,4.22000,3.04987,0.78600,0.87000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,7.00000,2.50000,3.00000,0.72500,0.75000,0.76500,0.83000,1.100,1.500,90S/L,0.00150,11.000,24.000,12.900,68.000,3440.000,0.78600,0.87000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,15,,
WEG_IE1_1p5kW_2P_220V_123,220,1500.000,60,2,5.64000,4.11879,0.81100,0.86000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,7.50000,2.50000,3.00000,0.78000,0.69000,0.80000,0.80000,1.500,2.000,90S/L,0.00180,10.000,22.000,13.900,68.000,3475.000,0.81100,0.86000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,15,,
WEG_IE1_11p0kW_2P_220V_124,220,11000.000,60,2,37.90000,29.71415,0.87500,0.87000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,7.70000,2.50000,3.00000,0.84000,0.75000,0.86500,0.83000,11.000,15.000,160M/L,0.03670,9.000,20.000,97.000,75.000,3535.000,0.87500,0.87000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,15,,
WEG_IE1_22p0kW_2P_220V_125,220,22000.000,60,2,74.90000,59.03603,0.89600,0.86000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,8.00000,2.40000,2.80000,0.87000,0.72000,0.88500,0.81000,22.000,30.000,180M/L,0.09300,10.000,22.000,138.000,75.000,3560.000,0.89600,0.86000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,15,,
WEG_IE1_1p5kW_4P_220V_126,220,1500.000,60,4,6.07000,8.23759,0.83100,0.78000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,6.40000,2.50000,3.00000,0.81000,0.60000,0.83100,0.72000,1.500,2.000,90S/L,0.00550,11.000,24.000,16.300,51.000,1740.000,0.83100,0.78000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,15,,
WEG_IE1_2p2kW_4P_220V_127,220,2200.000,60,4,8.68000,12.16025,0.83100,0.80000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,6.80000,2.60000,2.80000,0.83100,0.64000,0.84000,0.75000,2.200,3.000,90S/L,0.00660,8.000,18.000,18.300,51.000,1725.000,0.83100,0.80000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,15,,
WEG_IE1_15p0kW_4P_220V_128,220,15000.000,60,4,53.60000,81.19906,0.89500,0.82000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,7.30000,2.60000,2.90000,0.87600,0.63000,0.89000,0.75000,15.000,20.000,160M/L,0.09230,6.000,13.000,125.000,66.000,1765.000,0.89500,0.82000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,15,,
WEG_IE1_18p5kW_4P_220V_129,220,18500.000,60,4,69.70000,100.02783,0.90500,0.77000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,7.80000,3.10000,3.30000,0.88000,0.56000,0.89700,0.70000,18.500,25.000,160M/L,0.11140,7.000,15.000,143.000,66.000,1770.000,0.90500,0.77000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,15,,
WEG_IE1_22p0kW_4P_220V_130,220,22000.000,60,4,77.40000,117.67980,0.91000,0.82000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,7.90000,2.80000,3.20000,0.90000,0.65000,0.91000,0.76000,22.000,30.000,180M/L,0.15660,7.000,15.000,143.000,68.000,1780.000,0.91000,0.82000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,15,,
WEG_IE1_30p0kW_4P_220V_131,220,30000.000,60,4,102.00000,160.82906,0.91800,0.84000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,6.60000,2.30000,2.80000,0.91000,0.68000,0.91600,0.79000,30.000,40.000,200M/L,0.26680,19.000,42.000,200.000,71.000,1780.000,0.91800,0.84000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,15,,
WEG_IE1_37p0kW_4P_220V_132,220,37000.000,60,4,122.00000,200.05566,0.92500,0.86000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,6.60000,2.30000,2.30000,0.92000,0.75000,0.92300,0.83000,37.000,50.000,200M/L,0.32020,16.000,35.000,225.000,71.000,1770.000,0.92500,0.86000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,15,,
WEG_IE1_0p8kW_4P_220V_133,220,750.000,60,4,3.22000,4.11879,0.79500,0.77000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,6.50000,2.80000,3.00000,0.72500,0.55000,0.77000,0.68000,0.750,1.000,90S/L,0.00380,15.000,33.000,13.400,51.000,1740.000,0.79500,0.77000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,16,,
WEG_IE1_1p1kW_4P_220V_134,220,1100.000,60,4,4.54000,6.00167,0.79500,0.80000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,6.60000,2.60000,2.80000,0.74000,0.60000,0.77500,0.73000,1.100,1.500,90S/L,0.00490,10.000,22.000,15.300,51.000,1750.000,0.79500,0.80000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,16,,
WEG_IE1_11p0kW_4P_220V_135,220,11000.000,60,4,39.30000,59.52637,0.88600,0.83000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,7.00000,2.50000,2.70000,0.85000,0.65000,0.86900,0.77000,11.000,15.000,160M/L,0.06330,7.000,15.000,97.000,66.000,1765.000,0.88600,0.83000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,16,,
WEG_IE1_18p5kW_4P_220V_136,220,18500.000,60,4,64.60000,100.02783,0.90500,0.83000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,7.50000,2.60000,3.10000,0.89500,0.66000,0.90500,0.77000,18.500,25.000,180M/L,0.15660,8.000,18.000,143.000,68.000,1775.000,0.90500,0.83000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,16,,
WEG_IE1_0p8kW_6P_220V_137,220,750.000,60,6,3.77000,6.33510,0.74500,0.70000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,5.30000,2.60000,2.70000,0.70500,0.48000,0.74300,0.61000,0.750,1.000,90S/L,0.00490,16.000,35.000,15.300,49.000,1130.000,0.74500,0.70000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,16,,
WEG_IE1_1p1kW_6P_220V_138,220,1100.000,60,6,5.49000,9.29670,0.75100,0.70000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,5.30000,2.50000,2.70000,0.71000,0.48000,0.74500,0.60000,1.100,1.500,90S/L,0.00550,10.000,22.000,16.300,49.000,1130.000,0.75100,0.70000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,16,,
WEG_IE1_9p2kW_6P_220V_139,220,9200.000,60,6,34.70000,75.11894,0.86000,0.81000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,6.30000,2.10000,2.60000,0.85000,0.61000,0.86000,0.74000,9.200,12.500,160M/L,0.11910,6.000,13.000,115.000,59.000,1170.000,0.86000,0.81000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,16,,
WEG_IE1_11p0kW_6P_220V_140,220,11000.000,60,6,41.10000,89.43665,0.89000,0.79000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,7.00000,2.70000,3.10000,0.87000,0.60000,0.88500,0.72000,11.000,15.000,160M/L,0.16110,10.000,22.000,140.000,59.000,1175.000,0.89000,0.79000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,16,,
WEG_IE1_15p0kW_6P_220V_141,220,15000.000,60,6,57.10000,122.58312,0.89500,0.77000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,7.00000,2.80000,3.10000,0.87000,0.56000,0.88500,0.69000,15.000,20.000,160M/L,0.18210,8.000,18.000,155.000,59.000,1170.000,0.89500,0.77000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,16,,
WEG_IE1_18p5kW_6P_220V_142,220,18500.000,60,6,59.70000,151.02241,0.90300,0.90000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,7.90000,2.60000,2.80000,0.90000,0.78000,0.90300,0.86000,18.500,25.000,180M/L,0.29700,8.000,18.000,155.000,59.000,1170.000,0.90300,0.90000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,16,,
WEG_IE1_22p0kW_6P_220V_143,220,22000.000,60,6,74.60000,178.48103,0.91100,0.85000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,6.00000,2.10000,2.30000,0.90500,0.75000,0.91100,0.81000,22.000,30.000,200M/L,0.40440,18.000,40.000,215.000,62.000,1175.000,0.91100,0.85000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,16,,
WEG_IE1_30p0kW_6P_220V_144,220,30000.000,60,6,102.00000,244.18558,0.91800,0.84000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,6.00000,2.20000,2.30000,0.91000,0.74000,0.91800,0.81000,30.000,40.000,200M/L,0.44040,14.000,31.000,230.000,62.000,1175.000,0.91800,0.84000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,16,,
WEG_IE1_0p4kW_6P_220V_145,220,370.000,60,6,2.37000,3.06948,0.65000,0.63000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,5.00000,2.90000,3.00000,0.58500,0.43000,0.63000,0.55000,0.370,0.500,90S/L,0.00330,20.000,44.000,12.400,49.000,1150.000,0.65000,0.63000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,16,,
WEG_IE1_0p6kW_6P_220V_146,220,550.000,60,6,3.17000,4.64835,0.67000,0.68000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,5.00000,2.50000,2.50000,0.60500,0.47000,0.65000,0.59000,0.550,0.750,90S/L,0.00330,16.000,35.000,12.400,49.000,1130.000,0.67000,0.68000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,16,,
WEG_IE1_5p5kW_6P_220V_147,220,5500.000,60,6,20.70000,44.91446,0.85000,0.82000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,5.60000,1.80000,2.40000,0.84500,0.63000,0.85000,0.75000,5.500,7.500,160M/L,0.09800,13.000,29.000,100.000,59.000,1170.000,0.85000,0.82000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,16,,
WEG_IE1_7p5kW_6P_220V_148,220,7500.000,60,6,27.60000,61.19350,0.86000,0.83000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,5.60000,1.80000,2.30000,0.85500,0.67000,0.86000,0.78000,7.500,10.000,160M/L,0.11910,10.000,22.000,115.000,59.000,1170.000,0.86000,0.83000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,16,,
WEG_IE1_15p0kW_6P_220V_149,220,15000.000,60,6,49.90000,122.58312,0.89600,0.88000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,8.30000,2.50000,3.00000,0.88500,0.75000,0.89200,0.84000,15.000,20.000,180M/L,0.25700,8.000,18.000,148.000,59.000,1170.000,0.89600,0.88000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,16,,
WEG_IE1_18p5kW_6P_220V_150,220,18500.000,60,6,64.00000,150.04174,0.90300,0.84000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,6.10000,2.00000,2.30000,0.88500,0.72000,0.90000,0.80000,18.500,25.000,200M/L,0.36920,20.000,44.000,205.000,62.000,1175.000,0.90300,0.84000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,16,,
WEG_IE1_0p4kW_8P_220V_151,220,370.000,60,8,2.33000,4.23647,0.65000,0.64000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,3.30000,1.70000,2.00000,0.56000,0.42000,0.62000,0.54000,0.370,0.500,90S/L,0.00330,29.000,64.000,12.400,47.000,835.000,0.65000,0.64000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,17,,
WEG_IE1_0p6kW_8P_220V_152,220,550.000,60,8,3.31000,6.36452,0.65000,0.67000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,3.40000,1.70000,1.90000,0.58000,0.45000,0.63000,0.56000,0.550,0.750,90S/L,0.00440,19.000,42.000,14.300,47.000,825.000,0.65000,0.67000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,17,,
WEG_IE1_0p8kW_8P_220V_153,220,750.000,60,8,4.26000,8.73773,0.68000,0.68000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,3.60000,1.70000,1.90000,0.67000,0.45000,0.68000,0.60000,0.750,1.000,90S/L,0.00630,21.000,46.000,17.800,47.000,820.000,0.68000,0.68000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,17,,
WEG_IE1_3p7kW_8P_220V_154,220,3700.000,60,8,17.30000,40.20726,0.80000,0.70000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,5.70000,2.20000,3.10000,0.76000,0.50000,0.80000,0.61000,3.700,5.000,160M/L,0.11910,10.000,22.000,115.000,54.000,880.000,0.80000,0.70000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,17,,
WEG_IE1_4p5kW_8P_220V_155,220,4500.000,60,8,20.80000,48.83712,0.80000,0.71000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,5.70000,2.10000,3.10000,0.77000,0.50000,0.80000,0.62000,4.500,6.000,160M/L,0.11910,10.000,22.000,115.000,54.000,880.000,0.80000,0.71000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,17,,
WEG_IE1_5p5kW_8P_220V_156,220,5500.000,60,8,24.20000,59.72250,0.84000,0.71000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,6.00000,2.30000,3.30000,0.79000,0.50000,0.82500,0.63000,5.500,7.500,160M/L,0.14010,10.000,22.000,130.000,54.000,880.000,0.84000,0.71000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,17,,
WEG_IE1_7p5kW_8P_220V_157,220,7500.000,60,8,31.30000,81.39520,0.85000,0.74000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,5.80000,2.20000,2.90000,0.81500,0.54000,0.83500,0.66000,7.500,10.000,160M/L,0.16110,10.000,22.000,140.000,54.000,880.000,0.85000,0.74000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,17,,
WEG_IE1_9p2kW_8P_220V_158,220,9200.000,60,8,33.10000,100.02783,0.89000,0.82000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,7.60000,2.40000,2.70000,0.89000,0.65000,0.89600,0.75000,9.200,12.500,180M/L,0.23000,10.000,22.000,143.000,54.000,875.000,0.89000,0.82000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,17,,
WEG_IE1_11p0kW_8P_220V_159,220,11000.000,60,8,39.10000,119.64113,0.89000,0.83000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,7.90000,2.40000,2.70000,0.88700,0.65000,0.89500,0.76000,11.000,15.000,180M/L,0.25850,8.000,18.000,148.000,54.000,875.000,0.89000,0.83000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,17,,
WEG_IE1_15p0kW_8P_220V_160,220,15000.000,60,8,52.90000,164.75172,0.89700,0.83000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,7.60000,2.40000,2.70000,0.89400,0.69000,0.90000,0.79000,15.000,20.000,180M/L,0.28000,7.000,15.000,153.000,54.000,870.000,0.89700,0.83000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,17,,
WEG_IE1_18p5kW_8P_220V_161,220,18500.000,60,8,73.20000,201.03632,0.89600,0.74000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,4.80000,2.00000,2.00000,0.89500,0.56000,0.90200,0.68000,18.500,25.000,200M/L,0.40440,21.000,46.000,216.000,56.000,880.000,0.89600,0.74000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,17,,
WEG_IE1_0p2kW_8P_220V_162,220,250.000,60,8,1.85000,2.80470,0.60000,0.59000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,3.50000,1.90000,2.20000,0.52000,0.40000,0.58000,0.50000,0.250,0.330,90S/L,0.00380,35.000,77.000,13.400,47.000,850.000,0.60000,0.59000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,17,,
WEG_IE1_11p0kW_8P_220V_163,220,11000.000,60,8,43.50000,118.66046,0.88500,0.75000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,5.00000,2.00000,2.20000,0.88100,0.57000,0.88500,0.69000,11.000,15.000,200M/L,0.35170,26.000,57.000,198.000,56.000,885.000,0.88500,0.75000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,17,,
WEG_IE1_15p0kW_8P_220V_164,220,15000.000,60,8,61.70000,161.80972,0.88600,0.72000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,5.00000,2.10000,2.20000,0.85400,0.53000,0.87500,0.64000,15.000,20.000,200M/L,0.35170,26.000,57.000,198.000,56.000,885.000,0.88600,0.72000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,17,,
WEG_IE1_2p2kW_2P_220V_165,220,2200.000,60,2,8.04000,6.06051,0.85500,0.84000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,7.50000,2.20000,3.60000,0.84000,0.66000,0.85000,0.78000,2.200,3.000,90S/L,0.00200,6.000,13.000,18.500,68.000,3465.000,0.85500,0.84000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,17,,
WEG_IE1_15p0kW_2P_220V_166,220,15000.000,60,2,50.20000,40.50146,0.90200,0.87000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,8.30000,2.90000,3.30000,0.88200,0.75000,0.89500,0.83000,15.000,20.000,160M/L,0.05090,10.000,22.000,119.000,75.000,3540.000,0.90200,0.87000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,17,,
WEG_IE1_18p5kW_2P_220V_167,220,18500.000,60,2,62.00000,50.01391,0.91000,0.86000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,8.80000,3.10000,3.40000,0.88500,0.73000,0.90200,0.82000,18.500,25.000,160M/L,0.05650,12.000,26.000,119.000,75.000,3535.000,0.91000,0.86000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,17,,
WEG_IE1_22p0kW_2P_220V_168,220,22000.000,60,2,74.60000,59.33023,0.91000,0.85000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,9.10000,3.30000,3.60000,0.89200,0.71000,0.90500,0.81000,22.000,30.000,160M/L,0.06160,10.000,22.000,135.000,72.000,3540.000,0.91000,0.85000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,17,,
WEG_IE1_30p0kW_2P_220V_169,220,30000.000,60,2,100.00000,80.51260,0.91700,0.85000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,6.90000,2.30000,2.50000,0.89500,0.73000,0.91000,0.82000,30.000,40.000,200M/L,0.18840,20.000,44.000,232.000,79.000,3560.000,0.91700,0.85000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,17,,
WEG_IE1_37p0kW_2P_220V_170,220,37000.000,60,2,121.00000,99.04716,0.92400,0.87000,IE1,Normal torque (IEC design N),WEG,WEG_IE1_60HZ,6.30000,2.10000,2.30000,0.91500,0.79000,0.92000,0.85000,37.000,50.000,200M/L,0.22420,23.000,51.000,255.000,79.000,3555.000,0.92400,0.87000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,17,,
WEG_IE2_1p1kW_2P_220V_171,220,1100.000,60,2,4.14000,3.04987,0.83000,0.84000,IE2,Normal torque (IEC design N),WEG,WEG_IE2_60HZ,7.00000,2.50000,3.00000,0.78500,0.68000,0.81000,0.79000,1.100,1.500,90S/L,0.00160,16.000,35.000,18.000,68.000,3450.000,0.83000,0.84000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,18,,
WEG_IE2_1p5kW_2P_220V_172,220,1500.000,60,2,5.52000,4.11879,0.84000,0.85000,IE2,Normal torque (IEC design N),WEG,WEG_IE2_60HZ,7.30000,2.50000,3.00000,0.83500,0.70000,0.84000,0.80000,1.500,2.000,90S/L,0.00180,11.000,24.000,17.500,68.000,3475.000,0.84000,0.85000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,18,,
WEG_IE2_1p5kW_4P_220V_173,220,1500.000,60,4,6.00000,8.18855,0.84000,0.78000,IE2,Normal torque (IEC design N),WEG,WEG_IE2_60HZ,6.50000,1.90000,2.70000,0.80000,0.57000,0.82200,0.70000,1.500,2.000,90S/L,0.00490,8.000,18.000,18.500,51.000,1750.000,0.84000,0.78000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,18,,
WEG_IE2_15p0kW_4P_220V_174,220,15000.000,60,4,54.10000,81.19906,0.91000,0.80000,IE2,Normal torque (IEC design N),WEG,WEG_IE2_60HZ,7.40000,2.80000,3.00000,0.88800,0.61000,0.90200,0.74000,15.000,20.000,160M/L,0.10710,9.000,20.000,120.000,66.000,1765.000,0.91000,0.80000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,18,,
WEG_IE2_22p0kW_4P_220V_175,220,22000.000,60,4,75.20000,117.67980,0.92400,0.83000,IE2,Normal torque (IEC design N),WEG,WEG_IE2_60HZ,7.90000,2.80000,3.10000,0.91000,0.67000,0.92000,0.78000,22.000,30.000,180M/L,0.19140,10.000,22.000,185.000,68.000,1780.000,0.92400,0.83000,WEG-WMO-W21-aluminium-multimounting-50096575-english-web.md,18,,
